Tag,Headline,Summary,Link
InterviewMinistry of Defence UK,Forces chief issues rallying cry to UK’s part-time tech warriors ,Gen Sir Nick Carter says cyber experts could ‘move seamlessly’ between civilian and defence roles,https://www.ft.com/content/350919c9-e04b-4d26-9290-cc6919e5e188
News in-depthChinese politics & policy,Western powers reignite Beijing’s anger after G7 and Nato warnings,China flexes its muscles in Taiwan and Hong Kong in retaliation for Biden-led ‘united front’,https://www.ft.com/content/0da3c218-e3e6-402e-b87e-21570bd68ba7
Saudi Arabia,Saudis agree oil deal with Pakistan to counter Iran influence,Riyadh bids to ‘clear the air’ with Islamabad and build a front against regional rival Tehran  ,https://www.ft.com/content/16a7387c-e905-475b-b851-ef00229d3d4d
Canada Pension Plan Investment Board,Ex-head of Canada’s largest pension fund joins Singapore VC firm ,Mark Machin resigned from CPPIB after trip to Dubai for Covid-19 vaccine sparked backlash,https://www.ft.com/content/312e3198-296c-4cb6-9f61-9caca1ded5d8
News in-depthNikkei Asia,Covid gives Japan ‘last chance’ to reverse digital defeat,Suga pins hope on new agency to reduce bureaucracy after pandemic blunders,https://www.ft.com/content/06843f0d-675c-461f-916e-492917cc5b6f
HS2,HS2 costs rise by further £1.7bn during pandemic,Social distancing and work suspensions add to bill for high-speed rail project ,https://www.ft.com/content/510f2a02-e9a1-4d21-a5ad-773e1824cb44
French politics,Marine Le Pen falls short in French regional vote,Centre-right Les Republicains perform strongly in first round while extreme right falters,https://www.ft.com/content/d883f300-5f2e-4bfb-96c7-e9146acfc29f
Iran,"Raisi election will not derail Iran nuclear talks, say western powers",EU and US see diplomacy as key to putting accord back on track,https://www.ft.com/content/cf6259b1-78d8-41d6-96f4-fc666f4efcd5
ObituaryEdward Mortimer,"Edward Mortimer, academic, journalist and UN official, 1943-2021",Financial Times foreign affairs commentator and speech writer for Kofi Annan had a passion for human rights,https://www.ft.com/content/6c30cdd2-0e53-4901-bcc4-4d3dff8a96fe
Covid-19 vaccines,Cuba’s homegrown Covid vaccine shows promise ,"Three-jab Soberana 2 has 62% efficacy after two doses, interim trial data show",https://www.ft.com/content/631430f3-cdca-4d19-b1c7-db8655c97465
The FT ViewThe editorial board,Hardliners gain a lock over Iranian politics,Win by Ebrahim Raisi may be a Pyrrhic victory after boycott by restive voters,https://www.ft.com/content/7f683c99-9f18-42be-8d0b-760ff1a55ca4
ExplainerCoronavirus pandemic,Britain struggles to learn to live with Covid,There has been little discussion about the mortality level that might be acceptable to the public,https://www.ft.com/content/76dfda72-1174-455c-b57e-297f949245cd
Covid-19 vaccines,Public health experts issue warning over future England lockdowns ,Government racing to fully inoculate all over-50s and offer first dose of jab to all adults ,https://www.ft.com/content/2cab34cb-15a0-4b6f-8f9c-2f290423fac3
Corporate governance,Labour’s Ed Miliband backs reform to broaden businesses’ responsibilities,Shadow business secretary says companies should be accountable to society and climate as well as shareholders,https://www.ft.com/content/89f1c72c-aab5-4cba-911e-bd157afc0a42
McDonald's Corp,"McDonald’s to hire 20,000 staff as part of UK and Ireland expansion",Burger chain to open more than 50 restaurants despite growing labour shortages ,https://www.ft.com/content/5dbce675-4a1c-42ae-a2c0-b6e019007874
UK immigration,Post-Brexit labour shortages deal blow to UK cannabis production ,Pilot scheme to admit seasonal overseas workers does not cover crops grown for medicinal use,https://www.ft.com/content/496968cc-9d4f-4897-ac28-a9a888065e6b
UK airports,UK airport expansion plans grounded by Covid and climate change,‘Severe investment crunch’ and growing environmental concerns put projects at risk,https://www.ft.com/content/40cf97e5-4222-4220-ad10-0704cb37b680
Nuclear energy,Russia’s Rosatom seeks to tap global transition to low-carbon fuels,"State-run nuclear monopoly steps up development of reactors, wind and energy storage and green hydrogen projects ",https://www.ft.com/content/2b464f96-cfed-4125-a38e-3450b36524d6
Martin Sandbu,Trade harmony is music to the ears of the liberal world order,The US and EU are burying old disputes and plan a close partnership on global economic rules,https://www.ft.com/content/3d3894f3-96b7-4a45-ad06-c53f4f0eabc1
Rana Foroohar,Capital for the people — an idea whose time has come,California’s experiments with ‘pre-distribution’ could be attempted at the federal level,https://www.ft.com/content/30e15c56-b770-4d71-8a02-a1867ef7d69d
Imani Moise,How Juneteenth became a consolation prize ,A day off work is no substitute for legal reforms to end institutional racism ,https://www.ft.com/content/cc348585-d960-495b-96e7-7019ca4229ff
UK politics & policy,Former speaker John Bercow joins Labour with blast at Johnson,"Ex-Conservative MP brands the Tories reactionary, populist and xenophobic ",https://www.ft.com/content/c2606c12-78a6-4db3-a133-cdb617e38ea5
Ethiopia,Electoral test for Abiy as Ethiopians vote in first ‘free’ poll,PM hopes to rescue his legitimacy through election fought against backdrop of civil war and brewing famine,https://www.ft.com/content/b78dec58-f2f8-40db-93b5-64cbc2586c5f
Bitcoin,China steps up crackdown on bitcoin mining industry,Intervention is latest by global authorities to toughen scrutiny of sprawling market,https://www.ft.com/content/7526f514-9f36-4dbb-94ee-beb061f5cc52
Ruchir Sharma,"Latin America isn’t booming, but that could change",Populism and the pandemic have interrupted the region’s commodity-linked prosperity ,https://www.ft.com/content/4fbdc5e1-dc6e-449b-8140-b88f29f59149
The FT ViewThe editorial board,Tories should not shrink from reform of planning,Shock by-election defeat cannot obscure the priority of building houses ,https://www.ft.com/content/9c2da7fe-748c-4a41-914c-d51bbe44e017
EU tech regulation,"EU tech policy is not anti-American, says Vestager",Digital chief insists regulation will have wider focus than Silicon Valley companies,https://www.ft.com/content/d00fb0f3-b542-438f-9d7a-8b83e1d3630f
ExplainerMarket Questions,How will the Bank of England react to the return of inflation?,Market Questions is the FT’s guide to the week ahead,https://www.ft.com/content/fbb43df7-a5aa-463a-9f95-9ce9d3f12d06
News in-depthEbrahim Raisi,Raisi victory secures control for Iran’s hardliners,Sombre cleric trusted by supreme leader faces challenge of economy battered by sanctions and Covid,https://www.ft.com/content/90d5d641-66a7-41e4-b599-57c16aebaa20
InterviewDigital currencies,"Digital euro will protect consumer privacy, ECB executive pledges",Fabio Panetta admits some oversight by regulators is necessary to avoid misuse,https://www.ft.com/content/e59e5d61-043a-4293-8692-f8267e5984c2
Coronavirus pandemic,"Delta variant begins to spread, threatening EU’s Covid progress","Strain that swept UK has become dominant in Portugal and appeared in clusters across Germany, France and Spain",https://www.ft.com/content/d4abbe5e-8650-4a76-9fea-2d3efa2ed52b
News in-depthUK police,The UK police force rethinking the way sex assault cases are handled,Avon and Somerset’s focus on the offender is seen as a template for improving low conviction rates for rape ,https://www.ft.com/content/1b39c639-3564-44ec-81f0-a139a2e1a861
Brexit,Dover takes legal action against government over check points,Port says decision to reject £33.5m funding for new immigration posts was irrational,https://www.ft.com/content/3cc246e9-3f0c-48be-8626-dc8f288dbdbb
The Big Read,Behind the scenes at China TV: soft power and state propaganda ,"Insiders describe the political interference in the English-language channel, which has fallen foul of western regulators ",https://www.ft.com/content/9192de21-2007-4ee5-86a8-ad76bce693dc
Northern Ireland,Northern Ireland’s DUP to choose another new leader on June 26,Infighting has imperilled the devolved government with Edwin Poots forced out on Thursday,https://www.ft.com/content/66520d23-c7b7-4f1c-94bc-8be55f976e20
Tom Tugendhat,China links pose a threat to academic freedom in Britain,Universities should be wary of becoming over-reliant on co-operation with Chinese institutions,https://www.ft.com/content/f96e158c-a7ce-489d-846a-3445114752dd
Iran,Conservative cleric Raisi wins Iran presidential election by a landslide,Justice chief’s victory means hardliners now control all branches of the state for first time in almost a decade,https://www.ft.com/content/031178b4-cb3f-4cfd-9e3f-ea69ebe920eb
Brazil,Worst drought in a century hits Brazil as it fights to overcome Covid  ,"Water shortages and risk of power blackouts threaten country’s farming industry, which accounts for 30% of GDP",https://www.ft.com/content/958e313a-c474-4b0a-80c5-2679ee4bb307
The Long ViewMichael Mackenzie,Could a growth setback be the surprise scenario for US markets?,Some investors are worried about economic recovery as pandemic stimulus fades and the debt burden mounts,https://www.ft.com/content/dd278ea2-eab0-43d3-8b1b-7b949f8e2df7
Payne's Politics podcast32 min listen,Lockdown easing delayed,Why the success of the UK’s vaccination programme is not enough,https://www.ft.com/content/c079e45c-5187-482a-a95d-d276acd71c9e
News in-depthTravel & leisure industry,Home swaps boom as UK Covid travel ban bites,Britons embrace ‘Tinder for homeowners’ as rental properties book up for summer ,https://www.ft.com/content/b993e3a6-1f64-4955-ad0f-dad891105066
News in-depthTokyo Olympics,Why Suga is so determined to go ahead with the Tokyo Olympics,The Japanese prime minister is gambling that a successful games will boost his poll chances,https://www.ft.com/content/81f76cf4-bf77-4b55-9d3d-0fe6acbe9e36
FT CollectionsEuro 2020 football championship,England and Scotland play out damp draw amid din of Wembley,"Goal-free game keeps both sides in tournament, but visitors may be the happier with single point",https://www.ft.com/content/66d12d40-8acf-4a54-8b44-d6dd8f1fafdd
Myanmar,UN general assembly votes to stop flow of arms into Myanmar ,Symbolic gesture by member countries is attempt to isolate country’s military junta,https://www.ft.com/content/f75df2e3-8923-4231-9f25-02fbbc0d0619
News in-depthUK financial regulation,UK plans rule changes to lure back EU share-trading flows,Consultation on reform could be announced as early as chancellor’s July speech to the City,https://www.ft.com/content/6ce72120-663b-411d-9afe-68973d1f3a77
Equities,US stocks endure worst week in nearly four months,Investors unwound some of the year’s big bets as shifts by Federal Reserve policymakers reverberate,https://www.ft.com/content/7fa14ef2-edc0-41bb-870c-303542d6e7c8
Capital markets,Reflation trades pummelled as Fed shift resets markets,Commodities and value stocks hit while dollar surges after US central bank signals earlier rate rise,https://www.ft.com/content/2fa0c907-f597-49b2-a08d-35249d1d5a9f
Northern Ireland,Donaldson frontrunner to be next leader of DUP,Party seeks to draw line under crisis that has destabilised region’s government,https://www.ft.com/content/323ea36e-43c8-450c-a85b-32d755095890
Ukrainian politics,Ukraine imposes sanctions on former gas trader Dmitry Firtash ,President Zelensky continues crackdown against Ukrainian oligarchs with ties to Moscow,https://www.ft.com/content/3cda64dc-ea91-4804-9df9-e7d1e93d5dee
Coronavirus pandemic,Hopes rise for shorter Covid third wave as growth in UK cases slows,Data suggest early surge from Delta variant may have given way to steady climb,https://www.ft.com/content/d40515d3-bd4b-4820-8aaa-264bfa3b05e6
Cyber Security,"Poland officials targeted in Russian cyber attack, says Kaczynski",De facto leader claims attack designed to ‘hit Polish society and destabilise country’,https://www.ft.com/content/ecabed4c-7b86-4f20-907e-e56e4443f84b
The Big Read,America is back — and wants everyone to focus on China,Joe Biden spent the last week reassuring European leaders even as he made clear his ‘real business’ was in the Indo-Pacific ,https://www.ft.com/content/f029ba6a-2b4c-45c0-b423-74089d953173
